type,summary,product,comp,assignee,status,resolution,updated
,Firefox freezes when reloading about:support page        ,Core        ,Audio/Video: cubeb        ,kinetik        ,NEW        ,---        ,2022-09-09    
,Include a list of extensions in collected error reports        ,Firefox        ,General        ,kmaglione+bmo        ,NEW        ,---        ,2022-10-11    
,Move more operations to the RemoteSettings worker        ,Firefox        ,Remote Settings Clie        ,mathieu        ,NEW        ,---        ,2022-10-11    
,Rewrite RecipeRunner tests to xpcshell        ,Firefox        ,Normandy Client        ,mathieu        ,NEW        ,---        ,2022-10-11    
,"Intermittent toolkit/components/normandy/test/browser/browser_RecipeRunner.js | The recipes should be accesible from Remote Settings - [] deepEqual [{""id"":1,""name"":""match"",""action"":""matchAction"",""filter_expression"":""true""}        ",Firefox        ,Normandy Client        ,mathieu        ,NEW        ,---        ,2022-10-11    
,Automatically generate domain affinity lists        ,Firefox        ,New Tab Page        ,mathijs        ,NEW        ,---        ,2022-10-11    
,Google redirect links on search suggestion can be misleading        ,Firefox        ,Address Bar        ,mcheang        ,NEW        ,---        ,2022-06-27    
,Remove visibleDefaultEngines and VisibleDefaultEngineHash on search metadata object. These are no longer used.        ,Firefox        ,Search        ,mcheang        ,NEW        ,---        ,2022-01-12    
,IPv6 urls incorrectly escape ] when copy pasting the address while selecting a sub part of the url bar        ,Firefox        ,Address Bar        ,mcheang        ,NEW        ,---        ,2022-10-11    
,"Add a test for in-memory policy engines, if the engine is removed we show a notification box to the user        ",Firefox        ,Search        ,mcheang        ,NEW        ,---        ,2022-10-19    
,Proposal: move all 32-bit Firefox users on Windows 64-bit systems to 64-bit Firefox via updates.        ,Toolkit        ,Application Update        ,mconca        ,NEW        ,---        ,Tue 05:55    
,set_selectedIndex() @ tabbrowser.xml:6105 triggers a frame during tab switch        ,Firefox        ,Tabbed Browser        ,mconley        ,NEW        ,---        ,2022-10-11    
,[meta] Tab closing performance        ,Firefox        ,Tabbed Browser        ,mconley        ,NEW        ,---        ,2022-10-11    
,resource:///modules/WindowsJumpLists.jsm still does main thread I/O        ,Firefox        ,Shell Integration        ,mconley        ,NEW        ,---        ,2022-09-08    
,Determine if we should read from the about:home startup cache when restoring a previous session        ,Firefox        ,New Tab Page        ,mconley        ,NEW        ,---        ,2022-10-11    
,webRequest overhead for data: urls from about:newtab        ,Firefox        ,New Tab Page        ,mconley        ,NEW        ,---        ,2022-03-08    
,The Global Sharing Overlay remains displayed when closing the tab with the screen-sharing web-app because of the appearance of the tab-switch-warning        ,Firefox        ,Site Permissions        ,mconley        ,NEW        ,---        ,2022-01-17    
,Convert the about:home startup cache mechanism to JSProcessActors        ,Firefox        ,New Tab Page        ,mconley        ,NEW        ,---        ,2020-09-23    
,Refactor init-store to move startup cache handling of actions into its own middleware        ,Firefox        ,New Tab Page        ,mconley        ,NEW        ,---        ,2020-09-23    
,Hidden toolbarbuttons might cause overflow panel button to appear        ,Firefox        ,Toolbars and Customi        ,mconley        ,NEW        ,---        ,Tue 07:00    
,FF update 40.0.3 to 41.0 adds extra Uninstall Entry in Win10 Programs and Features        ,Firefox        ,Installer        ,mhowell        ,NEW        ,---        ,2022-10-11    
,Ability to block opening of certain urls with command line        ,Firefox        ,Distributions        ,mozilla        ,NEW        ,---        ,2022-10-11    
,Do not set `extensions.installedDistroAddon.*` when distribution extension fails to install        ,Firefox        ,Distributions        ,mozilla        ,NEW        ,---        ,2021-10-08    
,[meta] Color dialog fixes and improvements        ,Firefox        ,Disability Access        ,mreschenberg        ,NEW        ,---        ,2022-10-19    
,Reduce markup for message-bar styles        ,Firefox        ,Settings UI        ,mstriemer        ,NEW        ,---        ,2022-10-11    
,Document Storybook in Firefox Source Docs        ,Firefox        ,General        ,mstriemer        ,NEW        ,---        ,Thu 07:27    
,Smooth out the publishing process for the remote fluent files        ,Firefox        ,Messaging System        ,najiang        ,NEW        ,---        ,2022-10-11    
,Firefox Beta installer uses Release branding icons during the install process        ,Firefox        ,Installer        ,nalexander        ,NEW        ,---        ,2022-10-11    
,Firefox logo changed to PDF logo for some users after update to Firefox 100        ,Firefox        ,Shell Integration        ,nalexander        ,NEW        ,---        ,2022-10-17    
,speech-dispatcher needs socket activation        ,Firefox Build System        ,Third Party Packagin        ,nathan.teodosio        ,NEW        ,---        ,2022-10-10    
,Improvement to Save File dialog: folder based on URL        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,Default open/save directory isn't smart        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-17    
,"Unknown File Type prompt doesn't go away after selecting ""Save File..""        ",Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,[Mac] html files saved without .html extension are viewed as plain text        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,must define list of default MIME type associations for Helper Apps Preferences        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-17    
,"Add ""View as Text/HTML/..."" option for unknown mime content-type        ",Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,Change nsSpecialSystemDirectory::operator=(OS_TemporaryDirectory) to violate FHS        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,Option to force to save an URL explicitly        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,"File Download not recognizing disk full [before downloading, on dismissing file picker]        ",Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-17    
,Use Internet Config as base for Helper Apps pref UI        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,[meta] The middle mouse button should work more consistently (also ctrl+click)        ,Firefox        ,Tabbed Browser        ,nobody        ,NEW        ,---        ,2022-10-10    
,Add items to Services menu on Mac OS X        ,Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,[meta] Helper App Management        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,Define RDF datasource interface        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,Win32 implementation of new RDF datasource interface        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,Mac OS implementation of new RDF datasource interface        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,Modify uriloader and uriloader\exthandler to use composite datasource        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,save dialog does not give the user choice of viewing filetypes he/she wishes        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,save page as web page complete wrapping lines        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,[meta] Favicon tracking bug        ,Firefox        ,Tabbed Browser        ,nobody        ,NEW        ,---        ,2020-11-17    
,save link as/save page as using completely differant naming systems        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,"[FIX]Linux File Picker has an extra ""/"" at start of file path        ",Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,[meta] lock icon issue tracking bug        ,Firefox        ,Site Identity        ,nobody        ,NEW        ,---        ,2022-10-10    
,"type description in ""opening foo"" dialog doesn't match mime type        ",Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,download prompt should disappear when the page redirects (via JS Timer) (possible to make a download look like it's from a trusted site)        ,Firefox        ,Downloads Panel        ,nobody        ,NEW        ,---        ,2022-10-10    
,Won't autorun webshots photos (application/x-webshots)        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,bookmarks separators need a minimum width in bookmark menu.        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,[Windows] reset IE to default browser upon uninstall of Firefox        ,Firefox        ,Installer        ,nobody        ,NEW        ,---        ,2022-10-10    
,Firefox self extracting archive is not fully localizable through l10n CVS - Allow localization of 7zSD.sfx        ,Firefox        ,Installer        ,nobody        ,NEW        ,---        ,2022-10-10    
,"MacOSX ""Netscape document"" won't display properly after drag and drop        ",Firefox        ,Shell Integration        ,nobody        ,NEW        ,---        ,2022-10-18    
,Assertions should be fatal        ,Firefox Build System        ,General        ,nobody        ,NEW        ,---        ,2022-10-17    
,"On OS X, ""Sanitize Firefox"" should be a part of the ""Firefox"" menu (instead of the Tools menu)        ",Firefox        ,Settings UI        ,nobody        ,NEW        ,---        ,2022-10-10    
,"set style ""direction: ltr"" to file and url paths in textbox        ",Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Bookmarks cut instead of opened in new tab from Bookmarks Toolbar Folder (shortcut key ""t"" in the right-click context menu is inconsistent with that of links)        ",Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-17    
,Firefox installer / uninstaller screens ignore system font size        ,Firefox        ,Installer        ,nobody        ,NEW        ,---        ,Wed 10:29    
,"""Bookmark This Link..."" context menu appends bogus whitespace characters to the bookmark name        ",Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,"""Character Encoding"" menuitems shouldn't have accesskeys        ",Firefox        ,Menus        ,nobody        ,NEW        ,---        ,2022-10-10    
,cannot make multiple selections in Cookie; delete key has no effect        ,Firefox        ,Settings UI        ,nobody        ,NEW        ,---        ,2022-10-10    
,Site Data Manager should allow (right-click) Add To Exceptions        ,Firefox        ,Settings UI        ,nobody        ,NEW        ,---        ,2022-10-10    
,Set site favicons for domain/host groups        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Add ""Show blocked popup(s)"" button to popup blocker message bar        ",Firefox        ,Security        ,nobody        ,NEW        ,---        ,2022-10-10    
,Support more profile clearing options in safe mode        ,Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,[meta] Tracking: Add full-text indexing to bookmark and/or history searches        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,Should nsSearchService's loadListener implement nsIAuthPrompt?        ,Firefox        ,Search        ,nobody        ,NEW        ,---        ,2021-01-14    
,Escape key has different behavior between Address Bar and Search Bar        ,Firefox        ,Keyboard Navigation        ,nobody        ,NEW        ,---        ,2022-10-10    
,session restore (incl undo-close-tab) doesn't work after restart-for-update is aborted [Mac]        ,Firefox        ,Session Restore        ,nobody        ,NEW        ,---        ,2021-08-08    
,Firefox doesn't prevent Windows from going into suspend mode while active downloads remain        ,Toolkit        ,Downloads API        ,nobody        ,NEW        ,---        ,2022-07-06    
,Request: pop-ups Block List (as opposed to Exceptions List)        ,Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,"In full screen mode, buttons are not on the top edge of the screen (linux)        ",Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,stop menuitem is always enabled in the sidebar's context menu        ,Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,firefox chews CPU on large table        ,Core        ,Layout: Tables        ,nobody        ,NEW        ,---        ,2022-10-10    
,Use a better default feature set in toOpenWindowByType()        ,Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,Should be able to undo changes in bookmarks from browser window (not only in Library)        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,Automatically resolve conflicts between existing user aliases and shipped/added ones        ,Firefox        ,Search        ,nobody        ,NEW        ,---        ,2021-02-26    
,Consider adding aliases/keywords to default/shipped search engines        ,Firefox        ,Search        ,nobody        ,NEW        ,---        ,2021-05-20    
,Site-specific zoom applies to error pages and feeds        ,Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,"sort alphabetically, but with common types on top, in Applications prefpane        ",Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,Implement application selector (nsIMIMEInfo.possibleLocalHandlers) for Mac        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,bad cert error page should be more dire when exception already exists        ,Firefox        ,Security        ,nobody        ,NEW        ,---        ,2022-10-10    
,"""Warn me when I close multiple tabs"" preference can be overridden        ",Firefox        ,Settings UI        ,nobody        ,NEW        ,---        ,2022-10-10    
,need icons for default handler in new protocol handling dialog        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,properly support quotes (and commas?) in url bar autocomplete for tags        ,Firefox        ,Address Bar        ,nobody        ,NEW        ,---        ,2022-10-10    
,create top-level l10n repack mach target        ,Firefox Build System        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Cannot search for bookmark folders in Library or bookmarks sidebar (searching for folders in ""Organize bookmarks"" returns no results, doesn't find folder names)        ",Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-17    
,clicking already downloading link doesn't pop dlmgr until first download is complete        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,[Mac] Dragging Local files to Bookmarks Toolbar does not work        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Renaming a tag in the library to the name of another tag neither merges tags or rejects rename) (API for migrating, renaming, and merging tags)        ",Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,"""View Saved Passwords"" button hides middle column.        ",Firefox        ,Page Info Window        ,nobody        ,NEW        ,---        ,2022-10-10    
,Firefox leaks when moving mouse from content to toolbar (but not vice versa)        ,Core        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,NSIS Installer Unit Tests        ,Firefox        ,Installer        ,nobody        ,NEW        ,---        ,2022-10-10    
,User is able to press cmd+q or firefox->quit multiple times while the Close Multiple Tabs quitting dialogue box is open [Mac]        ,Core        ,Widget: Cocoa        ,nobody        ,NEW        ,---        ,2021-02-17    
,"Bookmarks Toolbar context menu in Bookmarks menu refers to its parent instead (was: ""Sort By Name"" is inconsistent/broken on ""Bookmark Toolbar"" menu item)        ",Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-17    
,Icons in the Applications Prefpane        ,Firefox        ,Theme        ,nobody        ,NEW        ,---        ,2022-10-10    
,Provide a history backup        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-28    
,Same-document URL changes (e.g. clicking anchor links) don't update the URL bar if its value has been edited        ,Firefox        ,Address Bar        ,nobody        ,NEW        ,---        ,2022-10-10    
,network.protocol-handler.warn-external are ignored        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-10-10    
,when I compose an email message in gmail a dot or period appears this does not happen when I use the safari browser        ,Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,Firefox stores wrong user name if multiple text fields are present        ,Toolkit        ,Password Manager        ,nobody        ,NEW        ,---        ,2022-10-10    
,Sync search plugins        ,Firefox        ,Sync        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Unable to select Checkbox, Radio and Select form elements in designMode=true in FireFox 3.x        ",Core        ,Layout        ,nobody        ,NEW        ,---        ,2022-10-17    
,"Combobox downarrow is missing, when changed from native-style to Firefox-style        ",Core        ,Widget        ,nobody        ,NEW        ,---        ,2022-10-10    
,deleted certificates reappear in the certificate manager before restarting Firefox        ,Core        ,Security: PSM        ,nobody        ,NEW        ,---        ,2022-04-04    
,Read the sessionstore data from the disk instead of keeping it in memory when saving the session for private browsing mode        ,Firefox        ,Private Browsing        ,nobody        ,NEW        ,---        ,2022-10-10    
,Changes to Country handling in Identity UI        ,Firefox        ,Security        ,nobody        ,NEW        ,---        ,2022-04-06    
,[Mac] Unable to delete tags in left column list via the organize dropdown in the toolbar        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,Toolbars in Full Screen should hover over the page content in auto-hide mode.        ,Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,Sync site permissions (nsIPermissionManager)        ,Firefox        ,Sync        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Location bar identity display ignores certified CN, always showing hostname or eTLD+1 depending on browser.identity.ssl_domain_display        ",Firefox        ,Security        ,nobody        ,NEW        ,---        ,2022-10-10    
,consider running unittests on browser in private browsing mode        ,Firefox        ,Private Browsing        ,nobody        ,NEW        ,---        ,2022-10-10    
,Private browsing mode warning doesn't mention that newly-installed client certificates are not cleared when exiting private browsing mode        ,Firefox        ,Private Browsing        ,nobody        ,NEW        ,---        ,2022-10-10    
,Saving POST result page silently resends POST data if page no longer in cache        ,Firefox        ,File Handling        ,nobody        ,NEW        ,---        ,2022-05-04    
,Add more automated tests for private browsing mode        ,Firefox        ,Private Browsing        ,nobody        ,NEW        ,---        ,2022-10-10    
,Hovering over history sidebar items show user:pass@        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,Poor performance using bookmarks menu with large amounts of bookmarks.        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,Clear Recent History doesn't provide feedback when one of the items fails to clear        ,Firefox        ,Private Browsing        ,nobody        ,NEW        ,---        ,2022-10-10    
,Remembering focus on add bookmarks dialog can have wrong behavior        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,App icon in macOS Dock is sometimes missing or wrong        ,Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-20    
,"No warning about contradictory ""Clear history"" and ""Show my windows/tabs from last time"" options when quitting or restarting        ",Firefox        ,Settings UI        ,nobody        ,NEW        ,---        ,2022-07-18    
,Paste bookmark doesn't place at bottom most position        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,Need more (some!) shell integration tests        ,Firefox        ,Shell Integration        ,nobody        ,NEW        ,---        ,2022-10-10    
,Never remember history option should notify the user that previous history won't be removed        ,Firefox        ,Settings UI        ,nobody        ,NEW        ,---        ,2022-10-10    
,Configuring Kerberos for Firefox is ugly        ,Core        ,Networking        ,nobody        ,NEW        ,---        ,2022-10-10    
,Don't offer to open non-linked text that looks like urls such as file names        ,Firefox        ,Menus        ,nobody        ,NEW        ,---        ,2022-06-13    
,Session restore can result in excessive session cookie lifespan        ,Firefox        ,Session Restore        ,nobody        ,NEW        ,---        ,2022-10-17    
,search service should accept non-16x16px images if they're the only ones available        ,Firefox        ,Search        ,nobody        ,NEW        ,---        ,2021-02-04    
,"With closeWindowWithLastTab set to false a window with only a blank tab open will not be added to the ""Recently Closed Windows"" menu        ",Firefox        ,Menus        ,nobody        ,NEW        ,---        ,2022-06-13    
,Make SessionStore handle full screen mode        ,Firefox        ,Session Restore        ,nobody        ,NEW        ,---        ,2022-10-20    
,[meta] Pinned tabs        ,Firefox        ,Tabbed Browser        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Intermittent browser_464620_a.js, browser_464620_b.js | Test timed out | Found a tab (often with an initial uncaught JS exception - TypeError: win.frames[0 or 1].document.body is null at browser_464620_a.js:35 or browser_464620_b.js:35        ",Firefox        ,Session Restore        ,nobody        ,NEW        ,---        ,2022-10-10    
,Sync form history metadata        ,Firefox        ,Sync        ,nobody        ,NEW        ,---        ,2022-10-10    
,Remove master password dialog facilitates password guessing by activating the button when the password is correct        ,Firefox        ,Security        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Sync ""never remember passwords"" domains        ",Firefox        ,Sync        ,nobody        ,NEW        ,---        ,2022-10-10    
,Sync password manager timestamps and other metadata        ,Firefox        ,Sync        ,nobody        ,NEW        ,---        ,2022-10-10    
,nsSearchService.restoreDefaultEngines should also restore the default order        ,Firefox        ,Search        ,nobody        ,NEW        ,---        ,2022-04-07    
,"Dragging text into fields of the bookmark properties dialog or the library, values are not saved        ",Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,Intermittent browser_privatebrowsing_beforeunload_exit.js or browser_privatebrowsing_beforeunload_enter.js | application timed out after 330 seconds with no output (must wait for focus)        ,Firefox        ,Private Browsing        ,nobody        ,NEW        ,---        ,2022-10-10    
,Firefox doesn't relocate to the connected screen on Mac        ,Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,New tab background image        ,Firefox        ,New Tab Page        ,nobody        ,NEW        ,---        ,2022-02-20    
,Make sure that all of the necessary flags for contenteditable areas are reset in nsContextMenu.setContext        ,Firefox        ,Menus        ,nobody        ,NEW        ,---        ,2022-10-10    
,"[meta] Prevent pinned tabs from being ""overwritten""        ",Firefox        ,Tabbed Browser        ,nobody        ,NEW        ,---        ,2022-10-10    
,"allow opening ""ttp"" and ""hxxp"" URLs that are not linked from the context menu        ",Firefox        ,Menus        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Too many pinned tabs go off (overflow) the tab strip, especially in small windows        ",Firefox        ,Theme        ,nobody        ,NEW        ,---        ,2022-10-17    
,Distortions at translucid tip movement for new Firefox 4.0 (I am using a Portuguese-English translator)        ,Core        ,Widget        ,nobody        ,NEW        ,---        ,2022-10-10    
,Closing a pinned-tab less window last removes all pinned tabs        ,Firefox        ,Tabbed Browser        ,nobody        ,NEW        ,---        ,2022-09-26    
,tab - most visited - after delete via context menu item the list wont refresh.        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Implement ""about:shortcuts"" showing all shortcuts and allowing the editing of shortcuts        ",Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-09-28    
,TabCandy icon keeps reappearing after removal        ,Firefox        ,Toolbars and Customi        ,nobody        ,NEW        ,---        ,2022-10-10    
,firefox should potentially clear remembered client authentication decisions upon (some) handshake failures        ,Core        ,Security: PSM        ,nobody        ,NEW        ,---        ,2021-09-27    
,Sync moz_inputhistory values to ensure adaptive behaviour is identical        ,Firefox        ,Sync        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Pinned tabs show ""new content"" highlights when there is no new content        ",Firefox        ,Tabbed Browser        ,nobody        ,NEW        ,---        ,2020-07-07    
,"on page with long <title>, click bookmark star twice and after a few seconds firefox distorts        ",Toolkit        ,Places        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Show pending URL in location bar (and store for session restore) for tabs with no history, non-web-controlled about:blank loaded and a pending new URL        ",Firefox        ,Address Bar        ,nobody        ,NEW        ,---        ,2022-08-16    
,Too little padding on left & right side of bookmarks toolbar        ,Firefox        ,Theme        ,nobody        ,NEW        ,---        ,2022-10-10    
,switch to tab entries make it look like deleting autocomplete history items is not effective        ,Firefox        ,Address Bar        ,nobody        ,NEW        ,---        ,2022-10-10    
,Store the sync key in the system keychain and/or in the NSS keystore/certdb        ,Firefox        ,Sync        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Link overlay: truncate host at start, not end        ",Firefox        ,Tabbed Browser        ,nobody        ,NEW        ,---        ,2020-08-04    
,hard to bookmark redirects        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-17    
,[e10s] HTML5 validation popup doesn't close when the form element scrolls        ,Firefox        ,Tabbed Browser        ,nobody        ,NEW        ,---        ,2022-11-03    
,Make preferences sync... sync        ,Firefox        ,Sync        ,nobody        ,NEW        ,---        ,2022-10-10    
,aboutCertError expandable info not exposed to AT        ,Firefox        ,Disability Access        ,nobody        ,NEW        ,---        ,2022-10-10    
,Visually unify search and bookmark keywords        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-17    
,[elfhack] Pack VTables        ,Firefox Build System        ,General        ,nobody        ,NEW        ,---        ,2020-06-24    
,"On a Mac, using firefox 4 can't drag any png, jpg, bmp or gif from the browser to the Photoshop Dock Icon, so that the image would open in Photoshop        ",Core        ,Widget: Cocoa        ,nobody        ,NEW        ,---        ,2021-10-14    
,"Avoid duplicating ""firefox"" as ""firefox-bin""        ",Firefox Build System        ,General        ,nobody        ,NEW        ,---        ,2022-08-21    
,"Firefox , Denial of service handling html tags CANVAS        ",Core        ,Graphics: Canvas2D        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Show ""bookmark tabs"" in native menu and bookmarks menus when multiple tabs are selected        ",Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-03-29    
,elfhack should fail more usefully        ,Firefox Build System        ,General        ,nobody        ,NEW        ,---        ,2020-06-24    
,Firefox hangs while rendering a border-collapse table with many rows containing a cell with large colspan        ,Core        ,Layout: Tables        ,nobody        ,NEW        ,---        ,2022-10-10    
,Test suite for elfhack        ,Firefox Build System        ,General        ,nobody        ,NEW        ,---        ,2020-06-24    
,Emit an error on R_*_NONE relocations in elfhack        ,Firefox Build System        ,General        ,nobody        ,NEW        ,---        ,2020-06-24    
,Firefox doesn't resize in xmonad on launch in a smaller window.        ,Core        ,Widget: Gtk        ,nobody        ,NEW        ,---        ,Tue 04:34    
,Notifications with buttons that open popups should have a chevron to indicate that they open menus.        ,Firefox        ,Toolbars and Customi        ,nobody        ,NEW        ,---        ,2022-08-01    
,Some engines disabled during syncing with intermittent server failures        ,Firefox        ,Sync        ,nobody        ,NEW        ,---        ,2022-09-26    
,Evaluate TUF Updater to replace current NSIS Installer        ,Firefox        ,Installer        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Move the Library window (Bookmarks, History, Downloads) to a tab (in-content UI)        ",Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-17    
,crash in nsXPTCStubBase::QueryInterface involving RapportTanzan7.dll or RapportTanzan8.DLL in the stack        ,External Software Af        ,Other        ,nobody        ,NEW        ,---        ,2022-10-26    
,Tracking bug: make Firefox able to survive a Windows System Restore        ,Toolkit        ,Application Update        ,nobody        ,NEW        ,---        ,2022-10-19    
,"Tabs restored at startup (app tabs, session restore) should be refreshed from server, not in a ""stale"" state from cache        ",Firefox        ,Session Restore        ,nobody        ,NEW        ,---        ,2022-10-10    
,Intermittent browser_581593.js | an unexpected uncaught JS exception reported through window.onerror - Script error. at :0        ,Firefox        ,Session Restore        ,nobody        ,NEW        ,---        ,2022-10-10    
,Ability to Remove Individual History Suggestion from Awesome Bar with Right Click        ,Firefox        ,Address Bar        ,nobody        ,NEW        ,---        ,2022-10-10    
,Firefox spins forever waiting for gogo inflight internet redirect        ,Core        ,Networking        ,nobody        ,NEW        ,---        ,2022-10-10    
,Favicon is not stored if a new bookmark is added with history disabled        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-17    
,Improved representation for history entries and visits        ,Firefox        ,Sync        ,nobody        ,NEW        ,---        ,2022-10-10    
,deCOM migrators        ,Firefox        ,Migration        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Use a special mobile icon for ""Mobile Bookmarks"" in the Library window        ",Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,Too hard to find how to migrate from another browser if you missed the first-time train        ,Firefox        ,Migration        ,nobody        ,NEW        ,---        ,2022-03-28    
,Firefox creates an empty Extensions directory in %USERPROFILE%\Mozilla        ,Toolkit        ,Add-ons Manager        ,nobody        ,NEW        ,---        ,2022-10-10    
,Extremely slow deleting from history (seems some O(n^2) algorithm is there)        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,Thu 15:37    
,Restore the session by default        ,Firefox        ,Session Restore        ,nobody        ,NEW        ,---        ,2022-04-12    
,"Tabs disappearing, and assertion dialog in non-dev build        ",Firefox        ,Tabbed Browser        ,nobody        ,NEW        ,---        ,2022-10-10    
,Some addons seem to cause massive (and possibly malformed) addonsreconciler.json        ,Firefox        ,Sync        ,nobody        ,NEW        ,---        ,2022-10-10    
,Intermittent browser_461743.js | Test timed out plus two Found a tabs        ,Firefox        ,Session Restore        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Intermittent failure: browser_basic_functionality.js | There is the correct number of richlistitems - Got 0, expected 11        ",Firefox        ,Downloads Panel        ,nobody        ,NEW        ,---        ,2022-10-10    
,search.sqlite should be removed from user profile        ,Firefox        ,Search        ,nobody        ,NEW        ,---        ,2021-01-14    
